marketplace_id,marketplace_name,mkt_created_date,category_id,category_name,category_comments,seller_id,seller_name,seller_address,transaction_date,transaction_value
46,QuickMart 46,2022-08-02,244,Books Section,High priority category for season 3,514,Vendor Alpha 14,"910 Commerce Ave, Suite 14",2024-07-16,1092.85
12,GlobalBay 12,2022-07-03,220,Fashion Section,High priority category for season 3,503,Vendor Alpha 3,"825 Commerce Ave, Suite 3",2024-01-04,678.28
17,RiverTrade 17,2014-12-07,214,Automotive Section,High priority category for season 4,514,Vendor Alpha 14,"910 Commerce Ave, Suite 14",2024-01-25,1158.4
35,RiverTrade 35,2014-05-22,206,Fashion Section,High priority category for season 3,526,Vendor Alpha 26,"444 Commerce Ave, Suite 26",2024-08-24,136.66
40,eCart 40,2012-06-29,209,Automotive Section,High priority category for season 4,544,Vendor Alpha 44,"655 Commerce Ave, Suite 44",2024-11-01,1608.89
17,RiverTrade 17,2014-12-07,214,Automotive Section,High priority category for season 4,525,Vendor Alpha 25,"745 Commerce Ave, Suite 25",2024-11-12,951.2
33,GlobalBay 33,2018-10-17,250,Beauty Section,High priority category for season 4,514,Vendor Alpha 14,"910 Commerce Ave, Suite 14",2024-09-10,202.63
20,QuickMart 20,2012-04-25,215,Home & Garden Section,High priority category for season 3,528,Vendor Alpha 28,"724 Commerce Ave, Suite 28",2024-06-10,128.46
35,RiverTrade 35,2014-05-22,212,Beauty Section,High priority category for season 4,514,Vendor Alpha 14,"910 Commerce Ave, Suite 14",2024-02-20,817.36
2,QuickMart 2,2011-02-24,249,Automotive Section,High priority category for season 2,522,Vendor Alpha 22,"16 Commerce Ave, Suite 22",2024-08-30,1272.98
22,Amazonia 22,2010-11-16,201,Books Section,High priority category for season 3,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-01-26,849.98
25,Amazonia 25,2021-06-26,237,Beauty Section,High priority category for season 1,502,Vendor Alpha 2,"811 Commerce Ave, Suite 2",2024-11-19,132.49
30,QuickMart 30,2012-11-19,206,Fashion Section,High priority category for season 3,514,Vendor Alpha 14,"910 Commerce Ave, Suite 14",2024-11-20,626.1
8,GlobalBay 8,2010-11-03,224,Automotive Section,High priority category for season 1,548,Vendor Alpha 48,"490 Commerce Ave, Suite 48",2024-04-14,1900.29
33,GlobalBay 33,2018-10-17,250,Beauty Section,High priority category for season 4,529,Vendor Alpha 29,"52 Commerce Ave, Suite 29",2024-12-24,1024.08
46,QuickMart 46,2022-08-02,244,Books Section,High priority category for season 3,550,Vendor Alpha 50,"723 Commerce Ave, Suite 50",2024-07-06,1913.33
6,GlobalBay 6,2016-07-20,234,Automotive Section,High priority category for season 3,537,Vendor Alpha 37,"858 Commerce Ave, Suite 37",2024-02-12,1147.88
21,GlobalBay 21,2016-03-27,223,Toys Section,High priority category for season 3,516,Vendor Alpha 16,"591 Commerce Ave, Suite 16",2024-04-19,856.24
15,GlobalBay 15,2015-04-07,248,Fashion Section,High priority category for season 4,549,Vendor Alpha 49,"537 Commerce Ave, Suite 49",2024-05-18,1804.9
18,eCart 18,2023-08-24,229,Fashion Section,High priority category for season 1,517,Vendor Alpha 17,"221 Commerce Ave, Suite 17",2024-07-25,374.28
42,QuickMart 42,2020-11-30,244,Books Section,High priority category for season 3,504,Vendor Alpha 4,"228 Commerce Ave, Suite 4",2024-01-31,1897.59
19,GlobalBay 19,2023-03-16,222,Automotive Section,High priority category for season 4,523,Vendor Alpha 23,"77 Commerce Ave, Suite 23",2024-09-03,761.51
25,Amazonia 25,2021-06-26,216,Beauty Section,High priority category for season 4,533,Vendor Alpha 33,"461 Commerce Ave, Suite 33",2024-03-16,1817.59
27,QuickMart 27,2022-07-07,231,Fashion Section,High priority category for season 3,523,Vendor Alpha 23,"77 Commerce Ave, Suite 23",2024-03-10,971.4
40,eCart 40,2012-06-29,204,Home & Garden Section,High priority category for season 4,508,Vendor Alpha 8,"726 Commerce Ave, Suite 8",2024-12-31,1516.53
11,eCart 11,2011-11-22,213,Fashion Section,High priority category for season 4,546,Vendor Alpha 46,"132 Commerce Ave, Suite 46",2024-06-05,1581.1
20,QuickMart 20,2012-04-25,206,Fashion Section,High priority category for season 3,507,Vendor Alpha 7,"223 Commerce Ave, Suite 7",2024-12-01,286.13
45,QuickMart 45,2022-12-02,211,Home & Garden Section,High priority category for season 4,504,Vendor Alpha 4,"228 Commerce Ave, Suite 4",2024-11-16,929.16
36,RiverTrade 36,2022-01-14,243,Home & Garden Section,High priority category for season 2,507,Vendor Alpha 7,"223 Commerce Ave, Suite 7",2024-02-12,439.64
30,QuickMart 30,2012-11-19,206,Fashion Section,High priority category for season 3,547,Vendor Alpha 47,"224 Commerce Ave, Suite 47",2024-05-11,224.12
29,RiverTrade 29,2019-04-27,224,Automotive Section,High priority category for season 1,510,Vendor Alpha 10,"401 Commerce Ave, Suite 10",2024-08-26,513.53
33,GlobalBay 33,2018-10-17,250,Beauty Section,High priority category for season 4,519,Vendor Alpha 19,"786 Commerce Ave, Suite 19",2024-11-09,438.09
24,GlobalBay 24,2012-01-18,226,Beauty Section,High priority category for season 1,508,Vendor Alpha 8,"726 Commerce Ave, Suite 8",2024-03-16,26.24
36,RiverTrade 36,2022-01-14,248,Fashion Section,High priority category for season 4,542,Vendor Alpha 42,"915 Commerce Ave, Suite 42",2024-05-02,1167.01
20,QuickMart 20,2012-04-25,250,Beauty Section,High priority category for season 4,533,Vendor Alpha 33,"461 Commerce Ave, Suite 33",2024-08-27,1662.24
3,RiverTrade 3,2012-06-04,213,Fashion Section,High priority category for season 4,538,Vendor Alpha 38,"152 Commerce Ave, Suite 38",2024-10-13,480.45
33,GlobalBay 33,2018-10-17,250,Beauty Section,High priority category for season 4,516,Vendor Alpha 16,"591 Commerce Ave, Suite 16",2024-01-29,148.91
23,GlobalBay 23,2022-08-03,226,Beauty Section,High priority category for season 1,533,Vendor Alpha 33,"461 Commerce Ave, Suite 33",2024-02-25,851.05
13,RiverTrade 13,2014-10-27,212,Beauty Section,High priority category for season 4,532,Vendor Alpha 32,"339 Commerce Ave, Suite 32",2024-10-21,883.95
1,QuickMart 1,2017-07-26,207,Electronics Section,High priority category for season 2,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-10-29,1956.19
4,GlobalBay 4,2010-08-28,245,Beauty Section,High priority category for season 2,550,Vendor Alpha 50,"723 Commerce Ave, Suite 50",2024-07-11,1327.67
33,GlobalBay 33,2018-10-17,250,Beauty Section,High priority category for season 4,502,Vendor Alpha 2,"811 Commerce Ave, Suite 2",2024-03-12,504.24
15,GlobalBay 15,2015-04-07,248,Fashion Section,High priority category for season 4,504,Vendor Alpha 4,"228 Commerce Ave, Suite 4",2024-09-01,1055.17
1,QuickMart 1,2017-07-26,242,Electronics Section,High priority category for season 2,530,Vendor Alpha 30,"625 Commerce Ave, Suite 30",2024-06-25,730.48
37,Amazonia 37,2010-05-29,249,Automotive Section,High priority category for season 2,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-04-14,1043.46
23,GlobalBay 23,2022-08-03,207,Electronics Section,High priority category for season 2,529,Vendor Alpha 29,"52 Commerce Ave, Suite 29",2024-04-06,855.52
50,GlobalBay 50,2013-03-02,218,Electronics Section,High priority category for season 4,508,Vendor Alpha 8,"726 Commerce Ave, Suite 8",2024-11-05,1233.25
15,GlobalBay 15,2015-04-07,228,Home & Garden Section,High priority category for season 3,518,Vendor Alpha 18,"495 Commerce Ave, Suite 18",2024-03-29,1467.31
19,GlobalBay 19,2023-03-16,235,Books Section,High priority category for season 3,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-03-24,1741.06
35,RiverTrade 35,2014-05-22,202,Books Section,High priority category for season 2,501,Vendor Alpha 1,"205 Commerce Ave, Suite 1",2024-02-19,1600.62
6,GlobalBay 6,2016-07-20,242,Electronics Section,High priority category for season 2,549,Vendor Alpha 49,"537 Commerce Ave, Suite 49",2024-09-09,975.62
24,GlobalBay 24,2012-01-18,226,Beauty Section,High priority category for season 1,523,Vendor Alpha 23,"77 Commerce Ave, Suite 23",2024-08-27,1945.82
5,eCart 5,2019-04-23,232,Fashion Section,High priority category for season 2,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-11-27,1389.89
22,Amazonia 22,2010-11-16,201,Books Section,High priority category for season 3,517,Vendor Alpha 17,"221 Commerce Ave, Suite 17",2024-07-01,1390.39
40,eCart 40,2012-06-29,204,Home & Garden Section,High priority category for season 4,507,Vendor Alpha 7,"223 Commerce Ave, Suite 7",2024-10-27,594.51
28,GlobalBay 28,2012-07-26,223,Toys Section,High priority category for season 3,528,Vendor Alpha 28,"724 Commerce Ave, Suite 28",2024-02-14,1100.87
39,GlobalBay 39,2015-08-11,202,Books Section,High priority category for season 2,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-03-07,1258.16
40,eCart 40,2012-06-29,204,Home & Garden Section,High priority category for season 4,527,Vendor Alpha 27,"81 Commerce Ave, Suite 27",2024-04-30,1668.84
35,RiverTrade 35,2014-05-22,201,Books Section,High priority category for season 3,512,Vendor Alpha 12,"813 Commerce Ave, Suite 12",2024-05-07,385.09
12,GlobalBay 12,2022-07-03,220,Fashion Section,High priority category for season 3,503,Vendor Alpha 3,"825 Commerce Ave, Suite 3",2024-05-24,1178.79
10,eCart 10,2017-10-21,238,Books Section,High priority category for season 2,539,Vendor Alpha 39,"189 Commerce Ave, Suite 39",2024-08-14,619.32
41,RiverTrade 41,2023-07-28,243,Home & Garden Section,High priority category for season 2,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-07-13,1175.02
11,eCart 11,2011-11-22,241,Beauty Section,High priority category for season 2,506,Vendor Alpha 6,"839 Commerce Ave, Suite 6",2024-04-21,1066.71
37,Amazonia 37,2010-05-29,218,Electronics Section,High priority category for season 4,514,Vendor Alpha 14,"910 Commerce Ave, Suite 14",2024-12-26,456.15
21,GlobalBay 21,2016-03-27,217,Home & Garden Section,High priority category for season 2,537,Vendor Alpha 37,"858 Commerce Ave, Suite 37",2024-07-04,1870.26
33,GlobalBay 33,2018-10-17,250,Beauty Section,High priority category for season 4,538,Vendor Alpha 38,"152 Commerce Ave, Suite 38",2024-03-24,260.93
20,QuickMart 20,2012-04-25,229,Fashion Section,High priority category for season 1,539,Vendor Alpha 39,"189 Commerce Ave, Suite 39",2024-09-25,233.02
11,eCart 11,2011-11-22,248,Fashion Section,High priority category for season 4,514,Vendor Alpha 14,"910 Commerce Ave, Suite 14",2024-03-06,1524.49
23,GlobalBay 23,2022-08-03,205,Books Section,High priority category for season 1,503,Vendor Alpha 3,"825 Commerce Ave, Suite 3",2024-02-13,1489.55
16,Amazonia 16,2022-01-23,201,Books Section,High priority category for season 3,522,Vendor Alpha 22,"16 Commerce Ave, Suite 22",2024-02-18,1090.48
12,GlobalBay 12,2022-07-03,220,Fashion Section,High priority category for season 3,504,Vendor Alpha 4,"228 Commerce Ave, Suite 4",2024-03-19,1488.12
17,RiverTrade 17,2014-12-07,214,Automotive Section,High priority category for season 4,501,Vendor Alpha 1,"205 Commerce Ave, Suite 1",2024-04-09,1610.63
40,eCart 40,2012-06-29,204,Home & Garden Section,High priority category for season 4,507,Vendor Alpha 7,"223 Commerce Ave, Suite 7",2024-01-19,729.75
48,Amazonia 48,2013-05-09,208,Toys Section,High priority category for season 3,534,Vendor Alpha 34,"912 Commerce Ave, Suite 34",2024-03-31,1260.08
12,GlobalBay 12,2022-07-03,220,Fashion Section,High priority category for season 3,502,Vendor Alpha 2,"811 Commerce Ave, Suite 2",2024-08-29,1262.52
2,QuickMart 2,2011-02-24,249,Automotive Section,High priority category for season 2,537,Vendor Alpha 37,"858 Commerce Ave, Suite 37",2024-11-24,233.47
2,QuickMart 2,2011-02-24,221,Health Section,High priority category for season 3,507,Vendor Alpha 7,"223 Commerce Ave, Suite 7",2024-04-05,15.55
22,Amazonia 22,2010-11-16,218,Electronics Section,High priority category for season 4,506,Vendor Alpha 6,"839 Commerce Ave, Suite 6",2024-12-30,1164.4
8,GlobalBay 8,2010-11-03,217,Home & Garden Section,High priority category for season 2,529,Vendor Alpha 29,"52 Commerce Ave, Suite 29",2024-11-13,898.26
40,eCart 40,2012-06-29,209,Automotive Section,High priority category for season 4,516,Vendor Alpha 16,"591 Commerce Ave, Suite 16",2024-08-04,1110.8
15,GlobalBay 15,2015-04-07,248,Fashion Section,High priority category for season 4,504,Vendor Alpha 4,"228 Commerce Ave, Suite 4",2024-06-08,846.4
7,RiverTrade 7,2019-08-19,219,Home & Garden Section,High priority category for season 4,520,Vendor Alpha 20,"942 Commerce Ave, Suite 20",2024-04-21,1927.42
18,eCart 18,2023-08-24,229,Fashion Section,High priority category for season 1,541,Vendor Alpha 41,"586 Commerce Ave, Suite 41",2024-10-15,345.48
39,GlobalBay 39,2015-08-11,202,Books Section,High priority category for season 2,545,Vendor Alpha 45,"757 Commerce Ave, Suite 45",2024-08-24,458.59
22,Amazonia 22,2010-11-16,201,Books Section,High priority category for season 3,538,Vendor Alpha 38,"152 Commerce Ave, Suite 38",2024-08-15,216.88
2,QuickMart 2,2011-02-24,221,Health Section,High priority category for season 3,513,Vendor Alpha 13,"444 Commerce Ave, Suite 13",2024-10-03,1493.84
5,eCart 5,2019-04-23,232,Fashion Section,High priority category for season 2,542,Vendor Alpha 42,"915 Commerce Ave, Suite 42",2024-09-26,1433.97
27,QuickMart 27,2022-07-07,210,Automotive Section,High priority category for season 2,502,Vendor Alpha 2,"811 Commerce Ave, Suite 2",2024-09-23,1009.58
22,Amazonia 22,2010-11-16,239,Home & Garden Section,High priority category for season 1,544,Vendor Alpha 44,"655 Commerce Ave, Suite 44",2024-02-05,1231.83
20,QuickMart 20,2012-04-25,224,Automotive Section,High priority category for season 1,528,Vendor Alpha 28,"724 Commerce Ave, Suite 28",2024-07-24,1645.79
30,QuickMart 30,2012-11-19,206,Fashion Section,High priority category for season 3,549,Vendor Alpha 49,"537 Commerce Ave, Suite 49",2024-12-15,116.29
29,RiverTrade 29,2019-04-27,230,Home & Garden Section,High priority category for season 2,547,Vendor Alpha 47,"224 Commerce Ave, Suite 47",2024-12-03,239.42
11,eCart 11,2011-11-22,230,Home & Garden Section,High priority category for season 2,542,Vendor Alpha 42,"915 Commerce Ave, Suite 42",2024-10-04,1687.72
9,RiverTrade 9,2015-12-24,219,Home & Garden Section,High priority category for season 4,550,Vendor Alpha 50,"723 Commerce Ave, Suite 50",2024-04-01,362.8
45,QuickMart 45,2022-12-02,216,Beauty Section,High priority category for season 4,541,Vendor Alpha 41,"586 Commerce Ave, Suite 41",2024-09-22,742.85
25,Amazonia 25,2021-06-26,243,Home & Garden Section,High priority category for season 2,544,Vendor Alpha 44,"655 Commerce Ave, Suite 44",2024-07-15,992.87
9,RiverTrade 9,2015-12-24,249,Automotive Section,High priority category for season 2,511,Vendor Alpha 11,"915 Commerce Ave, Suite 11",2024-10-06,1656.14
9,RiverTrade 9,2015-12-24,245,Beauty Section,High priority category for season 2,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-01-02,357.52
32,QuickMart 32,2010-02-22,203,Toys Section,High priority category for season 3,542,Vendor Alpha 42,"915 Commerce Ave, Suite 42",2024-04-05,1967.88
10,eCart 10,2017-10-21,238,Books Section,High priority category for season 2,529,Vendor Alpha 29,"52 Commerce Ave, Suite 29",2024-11-19,52.97
44,GlobalBay 44,2013-04-21,233,Toys Section,High priority category for season 3,517,Vendor Alpha 17,"221 Commerce Ave, Suite 17",2024-07-13,1376.69
19,GlobalBay 19,2023-03-16,235,Books Section,High priority category for season 3,535,Vendor Alpha 35,"715 Commerce Ave, Suite 35",2024-06-26,1003.06
14,GlobalBay 14,2015-11-10,207,Electronics Section,High priority category for season 2,531,Vendor Alpha 31,"73 Commerce Ave, Suite 31",2024-12-17,1824.3
15,GlobalBay 15,2015-04-07,228,Home & Garden Section,High priority category for season 3,531,Vendor Alpha 31,"73 Commerce Ave, Suite 31",2024-02-08,1778.76
23,GlobalBay 23,2022-08-03,219,Home & Garden Section,High priority category for season 4,502,Vendor Alpha 2,"811 Commerce Ave, Suite 2",2024-07-22,877.87
34,QuickMart 34,2020-03-22,248,Fashion Section,High priority category for season 4,501,Vendor Alpha 1,"205 Commerce Ave, Suite 1",2024-09-25,968.17
35,RiverTrade 35,2014-05-22,220,Fashion Section,High priority category for season 3,503,Vendor Alpha 3,"825 Commerce Ave, Suite 3",2024-11-30,127.23
14,GlobalBay 14,2015-11-10,207,Electronics Section,High priority category for season 2,516,Vendor Alpha 16,"591 Commerce Ave, Suite 16",2024-07-28,316.71
35,RiverTrade 35,2014-05-22,248,Fashion Section,High priority category for season 4,545,Vendor Alpha 45,"757 Commerce Ave, Suite 45",2024-03-09,1878.01
34,QuickMart 34,2020-03-22,230,Home & Garden Section,High priority category for season 2,533,Vendor Alpha 33,"461 Commerce Ave, Suite 33",2024-06-16,1973.74
25,Amazonia 25,2021-06-26,215,Home & Garden Section,High priority category for season 3,533,Vendor Alpha 33,"461 Commerce Ave, Suite 33",2024-12-08,1860.02
17,RiverTrade 17,2014-12-07,214,Automotive Section,High priority category for season 4,503,Vendor Alpha 3,"825 Commerce Ave, Suite 3",2024-02-20,646.24
27,QuickMart 27,2022-07-07,210,Automotive Section,High priority category for season 2,522,Vendor Alpha 22,"16 Commerce Ave, Suite 22",2024-09-23,401.63
29,RiverTrade 29,2019-04-27,239,Home & Garden Section,High priority category for season 1,532,Vendor Alpha 32,"339 Commerce Ave, Suite 32",2024-08-20,1329.8
30,QuickMart 30,2012-11-19,206,Fashion Section,High priority category for season 3,550,Vendor Alpha 50,"723 Commerce Ave, Suite 50",2024-12-09,1084.54
44,GlobalBay 44,2013-04-21,233,Toys Section,High priority category for season 3,503,Vendor Alpha 3,"825 Commerce Ave, Suite 3",2024-03-02,991.37
13,RiverTrade 13,2014-10-27,212,Beauty Section,High priority category for season 4,546,Vendor Alpha 46,"132 Commerce Ave, Suite 46",2024-05-22,1009.99
48,Amazonia 48,2013-05-09,208,Toys Section,High priority category for season 3,517,Vendor Alpha 17,"221 Commerce Ave, Suite 17",2024-07-05,1432.34
25,Amazonia 25,2021-06-26,241,Beauty Section,High priority category for season 2,520,Vendor Alpha 20,"942 Commerce Ave, Suite 20",2024-01-27,1996.56
1,QuickMart 1,2017-07-26,232,Fashion Section,High priority category for season 2,501,Vendor Alpha 1,"205 Commerce Ave, Suite 1",2024-02-09,462.14
16,Amazonia 16,2022-01-23,226,Beauty Section,High priority category for season 1,502,Vendor Alpha 2,"811 Commerce Ave, Suite 2",2024-09-29,1639.35
10,eCart 10,2017-10-21,238,Books Section,High priority category for season 2,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-06-29,1341.48
14,GlobalBay 14,2015-11-10,207,Electronics Section,High priority category for season 2,537,Vendor Alpha 37,"858 Commerce Ave, Suite 37",2024-06-04,1963.45
13,RiverTrade 13,2014-10-27,212,Beauty Section,High priority category for season 4,538,Vendor Alpha 38,"152 Commerce Ave, Suite 38",2024-10-28,993.12
45,QuickMart 45,2022-12-02,216,Beauty Section,High priority category for season 4,529,Vendor Alpha 29,"52 Commerce Ave, Suite 29",2024-05-02,437.75
29,RiverTrade 29,2019-04-27,241,Beauty Section,High priority category for season 2,505,Vendor Alpha 5,"63 Commerce Ave, Suite 5",2024-09-08,31.63
35,RiverTrade 35,2014-05-22,241,Beauty Section,High priority category for season 2,512,Vendor Alpha 12,"813 Commerce Ave, Suite 12",2024-06-16,426.99
10,eCart 10,2017-10-21,238,Books Section,High priority category for season 2,513,Vendor Alpha 13,"444 Commerce Ave, Suite 13",2024-10-10,494.47
27,QuickMart 27,2022-07-07,231,Fashion Section,High priority category for season 3,505,Vendor Alpha 5,"63 Commerce Ave, Suite 5",2024-05-15,849.95
16,Amazonia 16,2022-01-23,220,Fashion Section,High priority category for season 3,513,Vendor Alpha 13,"444 Commerce Ave, Suite 13",2024-01-11,803.73
41,RiverTrade 41,2023-07-28,234,Automotive Section,High priority category for season 3,518,Vendor Alpha 18,"495 Commerce Ave, Suite 18",2024-04-15,886.5
27,QuickMart 27,2022-07-07,210,Automotive Section,High priority category for season 2,540,Vendor Alpha 40,"31 Commerce Ave, Suite 40",2024-01-30,658.9
24,GlobalBay 24,2012-01-18,241,Beauty Section,High priority category for season 2,523,Vendor Alpha 23,"77 Commerce Ave, Suite 23",2024-12-13,1402.31
5,eCart 5,2019-04-23,240,Fashion Section,High priority category for season 1,543,Vendor Alpha 43,"607 Commerce Ave, Suite 43",2024-10-25,78.03
49,QuickMart 49,2016-09-01,247,Fashion Section,High priority category for season 4,524,Vendor Alpha 24,"679 Commerce Ave, Suite 24",2024-01-20,394.46
47,RiverTrade 47,2011-10-27,207,Electronics Section,High priority category for season 2,522,Vendor Alpha 22,"16 Commerce Ave, Suite 22",2024-12-12,1608.74
21,GlobalBay 21,2016-03-27,222,Automotive Section,High priority category for season 4,535,Vendor Alpha 35,"715 Commerce Ave, Suite 35",2024-04-23,872.0
42,QuickMart 42,2020-11-30,205,Books Section,High priority category for season 1,550,Vendor Alpha 50,"723 Commerce Ave, Suite 50",2024-03-03,1622.97
34,QuickMart 34,2020-03-22,205,Books Section,High priority category for season 1,510,Vendor Alpha 10,"401 Commerce Ave, Suite 10",2024-12-16,380.3
49,QuickMart 49,2016-09-01,247,Fashion Section,High priority category for season 4,523,Vendor Alpha 23,"77 Commerce Ave, Suite 23",2024-05-30,1765.82
5,eCart 5,2019-04-23,205,Books Section,High priority category for season 1,506,Vendor Alpha 6,"839 Commerce Ave, Suite 6",2024-06-01,402.51
47,RiverTrade 47,2011-10-27,239,Home & Garden Section,High priority category for season 1,503,Vendor Alpha 3,"825 Commerce Ave, Suite 3",2024-06-17,1404.16
16,Amazonia 16,2022-01-23,237,Beauty Section,High priority category for season 1,516,Vendor Alpha 16,"591 Commerce Ave, Suite 16",2024-09-07,187.05
41,RiverTrade 41,2023-07-28,234,Automotive Section,High priority category for season 3,525,Vendor Alpha 25,"745 Commerce Ave, Suite 25",2024-04-01,1339.07
22,Amazonia 22,2010-11-16,240,Fashion Section,High priority category for season 1,535,Vendor Alpha 35,"715 Commerce Ave, Suite 35",2024-11-19,623.37
1,QuickMart 1,2017-07-26,205,Books Section,High priority category for season 1,540,Vendor Alpha 40,"31 Commerce Ave, Suite 40",2024-11-08,492.01
30,QuickMart 30,2012-11-19,206,Fashion Section,High priority category for season 3,523,Vendor Alpha 23,"77 Commerce Ave, Suite 23",2024-07-07,756.17
33,GlobalBay 33,2018-10-17,246,Health Section,High priority category for season 4,544,Vendor Alpha 44,"655 Commerce Ave, Suite 44",2024-07-24,1560.87
16,Amazonia 16,2022-01-23,205,Books Section,High priority category for season 1,539,Vendor Alpha 39,"189 Commerce Ave, Suite 39",2024-04-06,479.51
13,RiverTrade 13,2014-10-27,212,Beauty Section,High priority category for season 4,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-03-10,1100.2
31,QuickMart 31,2016-03-15,230,Home & Garden Section,High priority category for season 2,504,Vendor Alpha 4,"228 Commerce Ave, Suite 4",2024-02-12,242.15
50,GlobalBay 50,2013-03-02,218,Electronics Section,High priority category for season 4,511,Vendor Alpha 11,"915 Commerce Ave, Suite 11",2024-05-21,1278.03
23,GlobalBay 23,2022-08-03,228,Home & Garden Section,High priority category for season 3,549,Vendor Alpha 49,"537 Commerce Ave, Suite 49",2024-03-20,1949.85
48,Amazonia 48,2013-05-09,208,Toys Section,High priority category for season 3,533,Vendor Alpha 33,"461 Commerce Ave, Suite 33",2024-12-27,1618.44
46,QuickMart 46,2022-08-02,244,Books Section,High priority category for season 3,517,Vendor Alpha 17,"221 Commerce Ave, Suite 17",2024-06-17,1320.18
46,QuickMart 46,2022-08-02,244,Books Section,High priority category for season 3,515,Vendor Alpha 15,"781 Commerce Ave, Suite 15",2024-12-26,659.95
22,Amazonia 22,2010-11-16,235,Books Section,High priority category for season 3,510,Vendor Alpha 10,"401 Commerce Ave, Suite 10",2024-04-14,1514.83
24,GlobalBay 24,2012-01-18,241,Beauty Section,High priority category for season 2,532,Vendor Alpha 32,"339 Commerce Ave, Suite 32",2024-09-08,142.68
6,GlobalBay 6,2016-07-20,223,Toys Section,High priority category for season 3,547,Vendor Alpha 47,"224 Commerce Ave, Suite 47",2024-10-21,587.94
24,GlobalBay 24,2012-01-18,226,Beauty Section,High priority category for season 1,544,Vendor Alpha 44,"655 Commerce Ave, Suite 44",2024-02-13,227.05
9,RiverTrade 9,2015-12-24,226,Beauty Section,High priority category for season 1,541,Vendor Alpha 41,"586 Commerce Ave, Suite 41",2024-02-18,556.22
4,GlobalBay 4,2010-08-28,245,Beauty Section,High priority category for season 2,532,Vendor Alpha 32,"339 Commerce Ave, Suite 32",2024-09-01,189.28
24,GlobalBay 24,2012-01-18,241,Beauty Section,High priority category for season 2,521,Vendor Alpha 21,"775 Commerce Ave, Suite 21",2024-07-08,1024.32
48,Amazonia 48,2013-05-09,208,Toys Section,High priority category for season 3,539,Vendor Alpha 39,"189 Commerce Ave, Suite 39",2024-03-27,1451.63
8,GlobalBay 8,2010-11-03,217,Home & Garden Section,High priority category for season 2,550,Vendor Alpha 50,"723 Commerce Ave, Suite 50",2024-12-13,692.68
50,GlobalBay 50,2013-03-02,218,Electronics Section,High priority category for season 4,511,Vendor Alpha 11,"915 Commerce Ave, Suite 11",2024-10-26,306.11
19,GlobalBay 19,2023-03-16,235,Books Section,High priority category for season 3,518,Vendor Alpha 18,"495 Commerce Ave, Suite 18",2024-06-15,123.95
4,GlobalBay 4,2010-08-28,245,Beauty Section,High priority category for season 2,524,Vendor Alpha 24,"679 Commerce Ave, Suite 24",2024-03-05,1269.44
21,GlobalBay 21,2016-03-27,216,Beauty Section,High priority category for season 4,511,Vendor Alpha 11,"915 Commerce Ave, Suite 11",2024-01-12,585.62
46,QuickMart 46,2022-08-02,244,Books Section,High priority category for season 3,548,Vendor Alpha 48,"490 Commerce Ave, Suite 48",2024-03-14,1919.81
10,eCart 10,2017-10-21,238,Books Section,High priority category for season 2,544,Vendor Alpha 44,"655 Commerce Ave, Suite 44",2024-09-15,1232.94
19,GlobalBay 19,2023-03-16,222,Automotive Section,High priority category for season 4,523,Vendor Alpha 23,"77 Commerce Ave, Suite 23",2024-04-07,892.64
4,GlobalBay 4,2010-08-28,245,Beauty Section,High priority category for season 2,501,Vendor Alpha 1,"205 Commerce Ave, Suite 1",2024-09-25,1074.28
19,GlobalBay 19,2023-03-16,235,Books Section,High priority category for season 3,524,Vendor Alpha 24,"679 Commerce Ave, Suite 24",2024-11-20,1291.64
1,QuickMart 1,2017-07-26,246,Health Section,High priority category for season 4,514,Vendor Alpha 14,"910 Commerce Ave, Suite 14",2024-12-30,1961.8
31,QuickMart 31,2016-03-15,230,Home & Garden Section,High priority category for season 2,545,Vendor Alpha 45,"757 Commerce Ave, Suite 45",2024-10-30,1696.52
39,GlobalBay 39,2015-08-11,202,Books Section,High priority category for season 2,543,Vendor Alpha 43,"607 Commerce Ave, Suite 43",2024-05-01,483.52
8,GlobalBay 8,2010-11-03,224,Automotive Section,High priority category for season 1,507,Vendor Alpha 7,"223 Commerce Ave, Suite 7",2024-06-02,613.38
18,eCart 18,2023-08-24,229,Fashion Section,High priority category for season 1,525,Vendor Alpha 25,"745 Commerce Ave, Suite 25",2024-08-08,1462.19
22,Amazonia 22,2010-11-16,243,Home & Garden Section,High priority category for season 2,525,Vendor Alpha 25,"745 Commerce Ave, Suite 25",2024-08-02,649.44
43,GlobalBay 43,2022-09-20,201,Books Section,High priority category for season 3,516,Vendor Alpha 16,"591 Commerce Ave, Suite 16",2024-01-31,1301.04
